sample_id,scenario_id,split,paraphrase_id,transcript,domain_label,subdomain_label,topic_label,document_type_label,target_term,target_source,term_char_start,term_char_end,target_domain,noise_strategy,recommended_noise_type,recommended_snr_db,recommended_corruption_duration,keep_original_audio,note,target_terms,target_term_count,target_sources,target_selection_logic
nlu_0153_05,S0153,validation,5,"The specialist discussed the documented issue involving macrolide antibiotic during the latest authorization; after the recent update, the current reviewer, before the matter is finalized. The record specifically references azithromycin.",medical,pharmacology,azithromycin,prescription,azithromycin,topic_label,224,236,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,azithromycin; antibiotic; macrolide,3,azithromycin:topic; antibiotic:domain_lexical; macrolide:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0016_04,S0016,train,4,"A detailed response was requested concerning the implications of irregularly irregular rhythm; following the previous discussion, the responsible specialist, after the latest information was reviewed.",medical,cardiology,atrial fibrillation,ECG interpretation,irregularly,domain_specific_lexical_fallback,65,76,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,irregularly; irregular; rhythm,3,irregularly:domain_lexical; irregular:domain_lexical; rhythm:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0049_02,S0049,train,2,"The team is evaluating cardiac catheterization in the context of catheter-based assessment, with particular attention to the reported issue; as part of the current review, the reviewing group, while considering the current evidence. The record specifically references cardiac catheterization.",medical,cardiology,cardiac catheterization,cardiac imaging report,cardiac catheterization,topic_label,23,46,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,cardiac catheterization; catheter-based,2,cardiac catheterization:topic; catheter-based:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0447_01,S0447,train,1,"The current findings was reviewed in relation to Kubernetes and container orchestration, during the ongoing evaluation, the case team, while comparing the available options.",technology,software_engineering,Kubernetes,deployment incident,Kubernetes,topic_label,49,59,technology,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,kubernetes; orchestration; container,3,kubernetes:topic; orchestration:domain_lexical; container:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0393_01,S0393,train,1,"The current findings was reviewed in relation to defendant and answer, at the next decision point, the assigned professional, after the latest information was reviewed.",legal,litigation,defendant,court case,defendant,topic_label,49,58,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,defendant; answer,2,defendant:topic; answer:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0177_03,S0177,train,3,"The current available evidence requires further response, especially in relation to the relationship between atorvastatin and statin; after the latest information became available, the relevant team, while comparing the available options. The discussion also considers statin.",medical,pharmacology,atorvastatin,medication reconciliation,atorvastatin,topic_label,109,121,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,atorvastatin; statin,2,atorvastatin:topic; statin:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0076_01,S0076,train,1,"The current findings was reviewed in relation to ischemic stroke and cerebral infarction, during the ongoing evaluation, the technical or professional team, before the next decision.",medical,neurology,ischemic stroke,stroke assessment,ischemic stroke,topic_label,49,64,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,ischemic stroke; infarction; cerebral,3,ischemic stroke:topic; infarction:domain_lexical; cerebral:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0179_06,S0179,train,6,"The available evidence was considered before deciding how to address the current status of atorvastatin; during the most recent assessment, the reviewing group, while considering the current evidence.",medical,pharmacology,atorvastatin,medication reconciliation,atorvastatin,topic_label,91,103,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,atorvastatin,1,atorvastatin:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0451_02,S0451,validation,2,"The team is evaluating Kubernetes in the context of pod, with particular attention to the reported issue; after the latest information became available, the current reviewer, before the next decision. The record specifically references Kubernetes.",technology,software_engineering,Kubernetes,deployment incident,Kubernetes,topic_label,23,33,technology,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,kubernetes,1,kubernetes:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0272_02,S0272,unseen,2,"The team is evaluating equity valuation in the context of enterprise value, with particular attention to the reported issue; during the most recent assessment, the decision-making group, during the present round of discussion. The record specifically references equity valuation.",finance,investment,equity valuation,valuation report,equity valuation,topic_label,23,39,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,equity valuation; enterprise,2,equity valuation:topic; enterprise:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0485_06,S0485,train,6,"The available evidence was considered before deciding how to address the current status of vector database; at the next decision point, the decision-making group, while considering the current evidence.",technology,software_engineering,vector database,architecture review,vector database,topic_label,91,106,technology,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,vector database,1,vector database:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0420_04,S0420,train,4,"A detailed case was requested concerning the implications of summary judgment; during the most recent assessment, the person handling the matter, after the latest information was reviewed.",legal,litigation,summary judgment,case strategy,summary judgment,topic_label,61,77,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,summary judgment,1,summary judgment:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0134_04,S0134,train,4,"A detailed authorization was requested concerning the implications of metformin; after the latest information became available, the current reviewer, before the matter is finalized.",medical,pharmacology,metformin,prescription,metformin,topic_label,70,79,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,metformin,1,metformin:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0534_06,S0534,validation,6,"I am trying to change a calendar event, and this is in the current round of review, the reviewing organization, after the latest information was reviewed.",general,NONE,NONE,NONE,calendar,domain_specific_lexical_fallback,24,32,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,calendar; trying; change,3,calendar:domain_lexical; trying:domain_lexical; change:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0286_05,S0286,train,5,"The specialist discussed the documented issue involving realized return during the latest strategy; during the most recent assessment, the reviewing group, before the matter is finalized. The record specifically references capital gains.",finance,investment,capital gains,market analysis,capital gains,topic_label,223,236,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,capital gains; realized; return,3,capital gains:topic; realized:domain_lexical; return:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0019_07,S0019,train,7,"The latest risk focused on the evidence related to atherosclerotic plaque; in the current round of review, the relevant team, before the next decision. The discussion also considers coronary stenosis.",medical,cardiology,coronary artery disease,cardiac imaging report,atherosclerotic,domain_specific_lexical_fallback,51,66,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,atherosclerotic; coronary; stenosis; plaque,4,atherosclerotic:domain_lexical; coronary:domain_lexical; stenosis:domain_lexical; plaque:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0114_07,S0114,train,7,"The latest assessment focused on the evidence related to brain MRI; during the ongoing evaluation, the current reviewer, while comparing the available options. The discussion also considers demyelinating lesion.",medical,neurology,multiple sclerosis,MRI brain report,demyelinating,domain_specific_lexical_fallback,190,203,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,demyelinating; lesion,2,demyelinating:domain_lexical; lesion:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0206_09,S0206,train,9,"The professional handling the matter is reviewing the effect of account balance on the overall situation and the associated observed changes; after the recent update, the technical or professional team, before the next decision.",finance,banking,deposit account,banking case,balance,domain_specific_lexical_fallback,72,79,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,balance,1,balance:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0503_03,S0503,train,3,"Please help me ask about a delivery; this is in the current round of review, the decision-making group, while comparing the available options.",general,NONE,NONE,NONE,delivery,domain_specific_lexical_fallback,27,35,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,,0,,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0015_09,S0015,train,9,"The professional handling the matter is reviewing the effect of atrial fibrillation on the overall situation and the associated observed changes; following the previous discussion, the reviewing organization, while comparing the available options.",medical,cardiology,atrial fibrillation,ECG interpretation,atrial fibrillation,topic_label,64,83,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,atrial fibrillation,1,atrial fibrillation:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0413_05,S0413,train,5,"The specialist discussed the documented issue involving complaint during the latest authorization; during the most recent assessment, the current reviewer, after the latest information was reviewed. The record specifically references motion to dismiss.",legal,litigation,motion to dismiss,pleading,motion to dismiss,topic_label,234,251,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,motion dismiss; complaint,2,motion dismiss:topic; complaint:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0337_04,S0337,train,4,"A detailed assessment was requested concerning the implications of indemnification clause; following the previous discussion, the case team, after the latest information was reviewed.",legal,contracts,indemnification clause,clause analysis,indemnification clause,topic_label,67,89,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,indemnification clause,1,indemnification clause:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0287_07,S0287,train,7,"The latest account focused on the evidence related to cost basis; during the most recent assessment, the relevant team, during the present round of discussion. The discussion also considers realized return.",finance,investment,capital gains,market analysis,basis,domain_specific_lexical_fallback,59,64,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,realized; return,2,realized:domain_lexical; return:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0378_07,S0378,train,7,"The latest report focused on the evidence related to civil action; at the current stage, the reviewing organization, while considering the current evidence. The discussion also considers claim.",legal,litigation,plaintiff,pleading,action,domain_specific_lexical_fallback,59,65,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,action,1,action:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0139_07,S0139,train,7,"The latest risk focused on the evidence related to glucose control; at the next decision point, the assigned professional, during the present round of discussion. The discussion also considers basal insulin.",medical,pharmacology,insulin glargine,prescription,glucose,domain_specific_lexical_fallback,51,58,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,insulin; control; glucose,3,insulin:domain_lexical; control:domain_lexical; glucose:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0568_02,S0568,train,2,"Could you help me with change a reservation? This is in the current round of review, the person handling the matter, before the matter is finalized.",general,NONE,NONE,NONE,reservation,domain_specific_lexical_fallback,32,43,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,reservation; change,2,reservation:domain_lexical; change:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0496_10,S0496,train,10,"Further risk is needed before a final decision is made about the decision surrounding automated test; during the most recent assessment, the reviewing group, before the next decision. The record specifically references CI/CD pipeline.",technology,software_engineering,CI/CD pipeline,deployment incident,CI/CD pipeline,topic_label,219,233,technology,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,pipeline; automated,2,pipeline:topic; automated:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0363_10,S0363,train,10,"Further model is needed before a final decision is made about the decision surrounding warranty; at the next decision point, the decision-making group, before the next decision. The record specifically references representations and warranties.",legal,contracts,representations and warranties,contract review,representations and warranties,topic_label,213,243,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,representations warranties; warranty,2,representations warranties:topic; warranty:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0540_07,S0540,train,7,"I would like to ask for a location; the situation is after the latest information became available, the assigned professional, while comparing the available options.",general,NONE,NONE,NONE,location,domain_specific_lexical_fallback,26,34,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,location,1,location:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0303_09,S0303,train,9,"The professional handling the matter is reviewing the effect of hedging strategy on the overall situation and the associated observed changes; after the latest information became available, the technical or professional team, after the latest information was reviewed.",finance,investment,derivative hedge,risk-return assessment,hedging,domain_specific_lexical_fallback,64,71,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,hedging,1,hedging:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0297_10,S0297,unseen,10,"Further exposure is needed before a final decision is made about the decision surrounding fixed income; at the current stage, the assigned professional, while comparing the available options. The record specifically references bond duration.",finance,investment,bond duration,investment memo,bond duration,topic_label,227,240,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,bond duration; income,2,bond duration:topic; income:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0521_08,S0521,train,8,"Is it possible to schedule a meeting, considering at the current stage, the responsible specialist, while comparing the available options?",general,NONE,NONE,NONE,schedule,domain_specific_lexical_fallback,18,26,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,possible; schedule,2,possible:domain_lexical; schedule:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0171_09,S0171,train,9,"The professional handling the matter is reviewing the effect of anticoagulation on the overall situation and the associated observed changes; after the latest information became available, the assigned professional, after the latest information was reviewed.",medical,pharmacology,heparin,anticoagulation plan,anticoagulation,domain_specific_lexical_fallback,64,79,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,anticoagulation,1,anticoagulation:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0296_04,S0296,train,4,"A detailed response was requested concerning the implications of bond duration; as part of the current review, the current reviewer, while comparing the available options.",finance,investment,bond duration,investment memo,bond duration,topic_label,65,78,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,bond duration,1,bond duration:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0046_05,S0046,train,5,"The specialist discussed the documented issue involving left ventricular function during the latest strategy; after the recent update, the case team, while comparing the available options. The record specifically references echocardiography.",medical,cardiology,echocardiography,cardiac imaging report,echocardiography,topic_label,224,240,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,echocardiography; ventricular; function,3,echocardiography:topic; ventricular:domain_lexical; function:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0061_10,S0061,train,10,"Further strategy is needed before a final decision is made about the decision surrounding ventricular rate; as part of the current review, the assigned professional, while comparing the available options. The record specifically references ventricular tachycardia.",medical,cardiology,ventricular tachycardia,ECG interpretation,ventricular tachycardia,topic_label,240,263,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,ventricular tachycardia,1,ventricular tachycardia:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0427_04,S0427,train,4,"A detailed strategy was requested concerning the implications of civil procedure; during the ongoing evaluation, the decision-making group, before the matter is finalized.",legal,litigation,civil procedure,case strategy,civil procedure,topic_label,65,80,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,civil procedure,1,civil procedure:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0509_02,S0509,train,2,"Could you help me with check the weather? This is during the most recent assessment, the technical or professional team, before the matter is finalized.",general,NONE,NONE,NONE,weather,domain_specific_lexical_fallback,33,40,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,weather,1,weather:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0208_05,S0208,train,5,"The specialist discussed the documented issue involving account balance during the latest model; during the latest review, the person handling the matter, during the present round of discussion. The record specifically references deposit account.",finance,banking,deposit account,banking case,deposit account,topic_label,230,245,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,deposit account; balance,2,deposit account:topic; balance:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0406_03,S0406,unseen,3,"The current available evidence requires further monitoring, especially in relation to the relationship between discovery and document production; at the current stage, the case team, before the next decision. The discussion also considers document production.",legal,litigation,discovery,litigation brief,discovery,topic_label,111,120,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,discovery; production,2,discovery:topic; production:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0488_04,S0488,train,4,"A detailed screening was requested concerning the implications of transformer model; in the current round of review, the responsible specialist, while comparing the available options.",technology,software_engineering,transformer model,software design,transformer model,topic_label,66,83,technology,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,transformer model,1,transformer model:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0163_03,S0163,train,3,"The current available evidence requires further risk, especially in relation to the relationship between warfarin and anticoagulation; at the current stage, the current reviewer, before the next decision. The discussion also considers anticoagulation.",medical,pharmacology,warfarin,anticoagulation plan,warfarin,topic_label,105,113,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,anticoagulation; warfarin,2,anticoagulation:domain_lexical; warfarin:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0469_04,S0469,train,4,"A detailed model was requested concerning the implications of REST API; during the ongoing evaluation, the current reviewer, while considering the current evidence.",technology,software_engineering,REST API,API specification,REST API,topic_label,62,70,technology,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,rest,1,rest:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0526_03,S0526,train,3,"Please help me check train status; this is following the previous discussion, the reviewing organization, before the next decision.",general,NONE,NONE,NONE,organization,domain_specific_lexical_fallback,92,104,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,organization; before,2,organization:general_content; before:general_content,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0005_01,S0005,train,1,"The current findings was reviewed in relation to myocardial ischemia and ST-segment elevation, as part of the current review, the relevant team, while considering the current evidence.",medical,cardiology,acute myocardial infarction,chest-pain assessment,ischemia,domain_specific_lexical_fallback,60,68,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,st-segment; myocardial; elevation; ischemia,4,st-segment:domain_lexical; myocardial:domain_lexical; elevation:domain_lexical; ischemia:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0209_10,S0209,train,10,"Further transfer is needed before a final decision is made about the decision surrounding interest credit; at the current stage, the case team, while considering the current evidence. The record specifically references deposit account.",finance,banking,deposit account,banking case,deposit account,topic_label,219,234,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,deposit account; interest; credit,3,deposit account:topic; interest:domain_lexical; credit:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0393_05,S0393,train,5,"The specialist discussed the documented issue involving answer during the latest authorization; at the next decision point, the assigned professional, after the latest information was reviewed. The record specifically references defendant.",legal,litigation,defendant,court case,defendant,topic_label,229,238,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,defendant; answer,2,defendant:topic; answer:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0218_06,S0218,unseen,6,"The available evidence was considered before deciding how to address the current status of mortgage underwriting; as part of the current review, the decision-making group, before the matter is finalized.",finance,banking,mortgage underwriting,loan application,mortgage underwriting,topic_label,91,112,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,mortgage underwriting,1,mortgage underwriting:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0008_05,S0008,train,5,"The specialist discussed the documented issue involving ST-segment elevation during the latest model; following the previous discussion, the current reviewer, after the latest information was reviewed. The record specifically references myocardial ischemia.",medical,cardiology,acute myocardial infarction,chest-pain assessment,ischemia,domain_specific_lexical_fallback,248,256,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,st-segment; myocardial; elevation; ischemia,4,st-segment:domain_lexical; myocardial:domain_lexical; elevation:domain_lexical; ischemia:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0593_06,S0593,unseen,6,"I am trying to ask about a parcel, and this is in the current round of review, the assigned professional, before the next decision.",general,NONE,NONE,NONE,parcel,domain_specific_lexical_fallback,27,33,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,trying; parcel,2,trying:domain_lexical; parcel:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0592_07,S0592,train,7,"I would like to plan a trip; the situation is at the current stage, the case team, before the matter is finalized.",general,NONE,NONE,NONE,situation,domain_specific_lexical_fallback,33,42,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,finalized; before,2,finalized:general_content; before:general_content,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
